CountryName,CountryCode,Year,BirthRate,DeathRate,CountryName_fsi,CountryName_wb,Region,IncomeGroup,Country,Year_fsi,Rank,Total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention,Population,GDP
Guyana,GUY,2015,20.629,7.213,Guyana,Guyana,Latin America & Caribbean,Upper middle income,Guyana,2015,107th,70.5,5.8,5.1,6.5,6.2,6.2,9.1,5.9,6.1,3.9,5.6,3.6,6.5,767433,4279840194
Guyana,GUY,2016,20.427,7.283,Guyana,Guyana,Latin America & Caribbean,Upper middle income,Guyana,2016,104th,70.9,6.1,5.1,6.4,6.1,5.9,9.4,5.6,6.4,3.6,5.5,3.8,7,771363,4482697337
Guyana,GUY,2017,20.202,7.365,Guyana,Guyana,Latin America & Caribbean,Upper middle income,Guyana,2017,100th,71.3,6.4,5.1,6.7,6,5.7,9.4,5.4,6.2,3.5,5.8,3.8,7.3,775218,4748174334
Guyana,GUY,2018,19.967,7.456,Guyana,Guyana,Latin America & Caribbean,Upper middle income,Guyana,2018,98th,70.35847016,6.626777418,5.1,7,6.082149789,5.4,9.1,5.1,5.9,3.398347486,5.9,3.751195471,7,779007,4787636237
Guyana,GUY,2019,19.723,7.551,Guyana,Guyana,Latin America & Caribbean,Upper middle income,Guyana,2019,99th,68.2,6.7,5.1,6.7,5.8,5.1,8.8,4.8,5.6,3.4,5.6,3.5,7.1,782775,5173760192
Haiti,HTI,1960,44.233,22.612,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,3866162,273187200
Haiti,HTI,1961,43.995,22.236,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,3941956,271066000
Haiti,HTI,1962,43.696,21.862,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,4019171,281896800
Haiti,HTI,1963,43.326,21.482,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,4097755,294883400
Haiti,HTI,1964,42.887,21.09,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,4177631,325281200
Haiti,HTI,1965,42.375,20.685,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,4258734,353251800
Haiti,HTI,1966,41.789,20.27,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,4341325,368948600
Haiti,HTI,1967,41.157,19.854,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,4425318,369124200
Haiti,HTI,1968,40.515,19.445,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,4509811,367968800
Haiti,HTI,1969,39.901,19.045,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,4593666,391820400
Haiti,HTI,1970,39.366,18.657,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,4676237,331200000
Haiti,HTI,1971,38.962,18.277,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,4757175,362800000
Haiti,HTI,1972,38.714,17.907,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,4837334,372000000
Haiti,HTI,1973,38.638,17.548,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,4918625,466800000
Haiti,HTI,1974,38.736,17.203,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,5003708,565400000
Haiti,HTI,1975,39.018,16.885,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,5094570,681400000
Haiti,HTI,1976,39.487,16.606,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,5191637,879000000
Haiti,HTI,1977,40.092,16.371,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,5294625,947000000
Haiti,HTI,1978,40.764,16.176,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,5404020,974200000
Haiti,HTI,1979,41.437,16.015,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,5520187,1080600000
Haiti,HTI,1980,42.014,15.872,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,5643175,1383800000
Haiti,HTI,1981,42.401,15.726,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,5773367,1479400000
Haiti,HTI,1982,42.547,15.559,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,5910223,1474200000
Haiti,HTI,1983,42.429,15.359,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,6051617,1623600000
Haiti,HTI,1984,42.046,15.122,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,6194686,1816200000
Haiti,HTI,1985,41.426,14.848,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,6337275,2009400000
Haiti,HTI,1986,40.628,14.547,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,6478537,2318000000
Haiti,HTI,1987,39.747,14.235,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,6618742,2047200000
Haiti,HTI,1988,38.864,13.927,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,6758222,2613926800
Haiti,HTI,1989,38.024,13.631,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,6897755,2736243800
Haiti,HTI,1990,37.257,13.35,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,7037915,3096289800
Haiti,HTI,1991,36.57,13.084,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,7178611,3473540602
Haiti,HTI,1992,35.935,12.83,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,7319491,2257121668
Haiti,HTI,1993,35.331,12.586,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,7460684,1878248741
Haiti,HTI,1994,34.757,12.352,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,7602318,2167564195
Haiti,HTI,1995,34.211,12.132,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,7744509,2813313279
Haiti,HTI,1996,33.691,11.93,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,7887312,2907514523
Haiti,HTI,1997,33.191,11.746,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,8030721,3338938830
Haiti,HTI,1998,32.707,11.578,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,8174680,3723909227
Haiti,HTI,1999,32.236,11.425,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,8319070,4153736347
Haiti,HTI,2000,31.777,11.279,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,8463802,6813577558
Haiti,HTI,2001,31.328,11.134,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,8608810,6331961555
Haiti,HTI,2002,30.891,10.983,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,8754148,6058134467
Haiti,HTI,2003,30.465,10.823,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,8900108,4826827577
Haiti,HTI,2004,30.048,10.652,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,9047082,6036959915
Haiti,HTI,2005,29.638,10.474,Haiti,Haiti,Latin America & Caribbean,Lower middle income,,,,,,,,,,,,,,,,,9195289,7184064657
Haiti,HTI,2006,29.235,10.292,Haiti,Haiti,Latin America & Caribbean,Lower middle income,Haiti,2006,8th,104.6,9.4,9.6,8.8,8.4,8.3,8,9.4,9.3,9.6,8.8,5,10,9344784,7518107787
Haiti,HTI,2007,28.838,10.113,Haiti,Haiti,Latin America & Caribbean,Lower middle income,Haiti,2007,11th,100.9,9.3,9.3,8,8.4,8.2,8,9.2,9,9.1,8.6,4.2,9.6,9495336,9522763154
Haiti,HTI,2008,28.443,9.943,Haiti,Haiti,Latin America & Caribbean,Lower middle income,Haiti,2008,14th,99.3,8.9,8.9,8,8.3,8.2,8,9,8.8,8.9,8.5,4.2,9.6,9646570,10485225353
Haiti,HTI,2009,28.048,9.782,Haiti,Haiti,Latin America & Caribbean,Lower middle income,Haiti,2009,12th,101.8,8.4,8.3,7.3,8.9,8.2,8.6,9.2,9.5,8.5,9.3,5.8,9.8,9798046,11597014807
Haiti,HTI,2010,27.651,9.629,Haiti,Haiti,Latin America & Caribbean,Lower middle income,Haiti,2010,11th,101.6,8.2,8.4,7.3,9.2,8.3,8.6,9.3,9.5,8.3,9.3,5.6,9.6,9949318,11859315079
Haiti,HTI,2011,27.248,9.48,Haiti,Haiti,Latin America & Caribbean,Lower middle income,Haiti,2011,5th,108,8.4,8.8,7.3,9.2,8.8,8.9,9.4,10,8,10,9.2,10,10100320,13008754111
Haiti,HTI,2012,26.839,9.333,Haiti,Haiti,Latin America & Caribbean,Lower middle income,Haiti,2012,7th,104.9,8.2,9,7,9.5,8.6,8.8,9.3,9.3,7.7,9.5,8.1,9.7,10250922,13708926466
Haiti,HTI,2013,26.423,9.185,Haiti,Haiti,Latin America & Caribbean,Lower middle income,Haiti,2013,8th,105.8,7.9,9,7,9.7,9.1,9.1,8.8,9.6,7.6,9.6,8.6,9.9,10400672,14902474091
Haiti,HTI,2014,26.002,9.037,Haiti,Haiti,Latin America & Caribbean,Lower middle income,Haiti,2014,9th,104.3,7.5,9.1,7,9.4,9.3,9.1,8.9,9.5,7.5,8.7,8.5,9.8,10549007,15139264670
Haiti,HTI,2015,25.581,8.893,Haiti,Haiti,Latin America & Caribbean,Lower middle income,Haiti,2015,11th,104.5,7.5,9.1,6.7,9.1,9.3,9.3,9.4,9.1,7.4,9.5,8.2,9.9,10695540,14833154472
Haiti,HTI,2016,25.162,8.759,Haiti,Haiti,Latin America & Caribbean,Lower middle income,Haiti,2016,10th,105.1,7.9,9.6,6.7,8.9,9.5,9,9.4,9.4,7.7,9.2,7.9,9.9,10839976,13987693739
Haiti,HTI,2017,24.75,8.638,Haiti,Haiti,Latin America & Caribbean,Lower middle income,Haiti,2017,11th,105.3,7.7,9.6,6.5,8.7,9.8,8.8,9.7,9.7,7.6,9.5,7.7,10,10982367,15035560373
Haiti,HTI,2018,24.349,8.534,Haiti,Haiti,Latin America & Caribbean,Lower middle income,Haiti,2018,12th,101.9695521,7.4,9.6,6.2,8.4,9.5,8.7,8.7,9.439662818,7.42988933,9,7.7,9.9,11123183,16455034353
Haiti,HTI,2019,23.959,8.448,Haiti,Haiti,Latin America & Caribbean,Lower middle income,Haiti,2019,12th,99.3,7.2,9.3,5.9,8.4,9.2,8.4,8.8,9.2,7.2,8.7,7.4,9.6,11263079,14785839383
Heavily indebted poor countries (HIPC),HPC,1960,48.06994838,24.57621132,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,161734348,17400640236
Heavily indebted poor countries (HIPC),HPC,1961,48.06480186,24.17570771,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,165573136,17851391161
Heavily indebted poor countries (HIPC),HPC,1962,48.0526661,23.79056425,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,169567052,19428246892
Heavily indebted poor countries (HIPC),HPC,1963,48.03115436,23.42018395,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,173722891,23440429373
Heavily indebted poor countries (HIPC),HPC,1964,47.99972779,23.06312517,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,178048131,20940588848
Heavily indebted poor countries (HIPC),HPC,1965,47.95952535,22.71648221,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,182548798,24457133608
Heavily indebted poor countries (HIPC),HPC,1966,47.91378816,22.37746729,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,187227553,26632864332
Heavily indebted poor countries (HIPC),HPC,1967,47.86725818,22.04299391,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,192084675,26088675381
Heavily indebted poor countries (HIPC),HPC,1968,47.82342629,21.71125759,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,197119416,27606789034
Heavily indebted poor countries (HIPC),HPC,1969,47.78436042,21.38178931,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,202329958,30676434582
Heavily indebted poor countries (HIPC),HPC,1970,47.75098365,21.05420508,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,207714326,32153960400
Heavily indebted poor countries (HIPC),HPC,1971,47.72351921,20.7296039,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,213272593,34622174043
Heavily indebted poor countries (HIPC),HPC,1972,47.69915929,20.41063931,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,219004306,37708598090
Heavily indebted poor countries (HIPC),HPC,1973,47.67456253,20.09934265,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,224905337,45609076870
Heavily indebted poor countries (HIPC),HPC,1974,47.64653883,19.7971693,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,230970270,55598002725
Heavily indebted poor countries (HIPC),HPC,1975,47.61325903,19.50564761,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,237195030,63518051901
Heavily indebted poor countries (HIPC),HPC,1976,47.57493698,19.22650351,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,243590882,67439693755
Heavily indebted poor countries (HIPC),HPC,1977,47.53006071,18.95818087,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,250160343,79285872937
Heavily indebted poor countries (HIPC),HPC,1978,47.47652329,18.69889155,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,256880818,91589907010
Heavily indebted poor countries (HIPC),HPC,1979,47.41137313,18.44603003,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,263721632,1.02384E+11
Heavily indebted poor countries (HIPC),HPC,1980,47.32992416,18.19501161,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,270668519,1.0904E+11
Heavily indebted poor countries (HIPC),HPC,1981,47.22688837,17.93994479,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,277719154,1.07794E+11
Heavily indebted poor countries (HIPC),HPC,1982,47.09852749,17.67996784,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,284905161,1.08143E+11
Heavily indebted poor countries (HIPC),HPC,1983,46.94424966,17.41689727,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,292290400,1.02636E+11
Heavily indebted poor countries (HIPC),HPC,1984,46.76463089,17.15602362,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,299959455,1.02503E+11
Heavily indebted poor countries (HIPC),HPC,1985,46.56158914,16.91214956,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,307980326,1.07633E+11
Heavily indebted poor countries (HIPC),HPC,1986,46.33914007,16.70523692,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,316358167,1.24468E+11
Heavily indebted poor countries (HIPC),HPC,1987,46.10249842,16.54763904,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,325095129,1.38967E+11
Heavily indebted poor countries (HIPC),HPC,1988,45.85660791,16.44180262,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,334249174,1.38282E+11
Heavily indebted poor countries (HIPC),HPC,1989,45.60461948,16.37521099,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,343887503,1.33578E+11
Heavily indebted poor countries (HIPC),HPC,1990,45.35368931,16.3194656,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,354047283,1.39386E+11
Heavily indebted poor countries (HIPC),HPC,1991,45.11157299,16.2389675,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,364782214,1.41025E+11
Heavily indebted poor countries (HIPC),HPC,1992,44.88227195,16.1114914,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,376055877,1.3167E+11
Heavily indebted poor countries (HIPC),HPC,1993,44.66509202,15.93681061,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,387705086,1.3663E+11
Heavily indebted poor countries (HIPC),HPC,1994,44.45631644,15.73138137,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,399503994,1.16033E+11
Heavily indebted poor countries (HIPC),HPC,1995,44.24792257,15.50469115,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,411298637,1.35421E+11
Heavily indebted poor countries (HIPC),HPC,1996,44.03039956,15.25619258,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,423019239,1.46797E+11
Heavily indebted poor countries (HIPC),HPC,1997,43.79520436,14.98323145,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,434736157,1.52869E+11
Heavily indebted poor countries (HIPC),HPC,1998,43.53718601,14.68557013,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,446608371,1.6175E+11
Heavily indebted poor countries (HIPC),HPC,1999,43.25527126,14.3644937,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,458867418,1.62518E+11
Heavily indebted poor countries (HIPC),HPC,2000,42.95072623,14.02205788,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,471680803,1.76221E+11
Heavily indebted poor countries (HIPC),HPC,2001,42.62657354,13.65728103,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,485112670,1.71308E+11
Heavily indebted poor countries (HIPC),HPC,2002,42.28716342,13.26863341,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,499113608,1.84419E+11
Heavily indebted poor countries (HIPC),HPC,2003,41.93524032,12.85779365,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,513601222,2.08777E+11
Heavily indebted poor countries (HIPC),HPC,2004,41.57076054,12.42939928,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,528444638,2.40665E+11
Heavily indebted poor countries (HIPC),HPC,2005,41.19128862,11.99038234,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,543555314,2.7658E+11
Heavily indebted poor countries (HIPC),HPC,2006,40.79529453,11.54693133,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,558909246,3.26148E+11
Heavily indebted poor countries (HIPC),HPC,2007,40.38156517,11.10653959,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,574560319,3.91059E+11
Heavily indebted poor countries (HIPC),HPC,2008,39.95127123,10.67666069,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,590590409,4.65062E+11
Heavily indebted poor countries (HIPC),HPC,2009,39.50631934,10.26421836,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,607115601,4.63586E+11
Heavily indebted poor countries (HIPC),HPC,2010,39.04826427,9.8746951,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,624219296,5.04396E+11
Heavily indebted poor countries (HIPC),HPC,2011,38.57886628,9.511177082,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,641921373,5.5889E+11
Heavily indebted poor countries (HIPC),HPC,2012,38.10099786,9.172788385,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,660193919,5.78534E+11
Heavily indebted poor countries (HIPC),HPC,2013,37.61908382,8.859262539,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,679013004,6.49339E+11
Heavily indebted poor countries (HIPC),HPC,2014,37.13778849,8.571850229,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,698336663,6.73234E+11
Heavily indebted poor countries (HIPC),HPC,2015,36.66216629,8.312651501,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,718128408,6.58855E+11
Heavily indebted poor countries (HIPC),HPC,2016,36.1963404,8.082795331,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,738387077,6.67163E+11
Heavily indebted poor countries (HIPC),HPC,2017,35.74146487,7.87969149,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,759106118,7.19093E+11
Heavily indebted poor countries (HIPC),HPC,2018,35.29848297,7.700660899,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,780234453,7.67292E+11
Heavily indebted poor countries (HIPC),HPC,2019,34.86789529,7.54273529,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,801708019,7.88297E+11
High income,HIC,1960,21.57616643,9.759597384,High income,High income,,,,,,,,,,,,,,,,,,,759783611,1.06583E+12
High income,HIC,1961,21.41313653,9.594899543,High income,High income,,,,,,,,,,,,,,,,,,,769499360,1.12819E+12
High income,HIC,1962,21.06727237,9.792375657,High income,High income,,,,,,,,,,,,,,,,,,,779465348,1.21784E+12
High income,HIC,1963,20.92027413,9.730444127,High income,High income,,,,,,,,,,,,,,,,,,,789358853,1.31189E+12
High income,HIC,1964,20.76727963,9.464041838,High income,High income,,,,,,,,,,,,,,,,,,,799159797,1.43197E+12
High income,HIC,1965,20.04275657,9.56653045,High income,High income,,,,,,,,,,,,,,,,,,,808596600,1.55505E+12
High income,HIC,1966,18.94980754,9.489810162,High income,High income,,,,,,,,,,,,,,,,,,,817426786,1.7059E+12
High income,HIC,1967,19.10491936,9.414674261,High income,High income,,,,,,,,,,,,,,,,,,,825698975,1.83025E+12
High income,HIC,1968,18.7364246,9.673724673,High income,High income,,,,,,,,,,,,,,,,,,,833895491,1.98478E+12
High income,HIC,1969,18.54092797,9.642218325,High income,High income,,,,,,,,,,,,,,,,,,,842260894,2.18367E+12
High income,HIC,1970,18.43950859,9.512478883,High income,High income,,,,,,,,,,,,,,,,,,,850563450,2.38569E+12
High income,HIC,1971,18.14224149,9.367117125,High income,High income,,,,,,,,,,,,,,,,,,,860560048,2.64852E+12
High income,HIC,1972,17.3001179,9.27537465,High income,High income,,,,,,,,,,,,,,,,,,,869313732,3.07233E+12
High income,HIC,1973,16.84649454,9.357646614,High income,High income,,,,,,,,,,,,,,,,,,,877805133,3.7175E+12
High income,HIC,1974,16.60922628,9.195330109,High income,High income,,,,,,,,,,,,,,,,,,,886141034,4.19146E+12
High income,HIC,1975,16.09791145,9.166645948,High income,High income,,,,,,,,,,,,,,,,,,,894227661,4.67696E+12
High income,HIC,1976,15.86204585,9.138890042,High income,High income,,,,,,,,,,,,,,,,,,,901732072,5.09646E+12
High income,HIC,1977,15.68810811,8.906580999,High income,High income,,,,,,,,,,,,,,,,,,,909139852,5.77166E+12
High income,HIC,1978,15.4202983,8.969102751,High income,High income,,,,,,,,,,,,,,,,,,,916611800,6.91603E+12
High income,HIC,1979,15.57557266,8.83175957,High income,High income,,,,,,,,,,,,,,,,,,,924450013,7.99644E+12
High income,HIC,1980,15.51298035,9.008902866,High income,High income,,,,,,,,,,,,,,,,,,,932075328,8.931E+12
High income,HIC,1981,15.26875428,8.846824585,High income,High income,,,,,,,,,,,,,,,,,,,939681156,9.06598E+12
High income,HIC,1982,15.18954413,8.751861523,High income,High income,,,,,,,,,,,,,,,,,,,946904804,8.98115E+12
High income,HIC,1983,14.87039897,8.875895575,High income,High income,,,,,,,,,,,,,,,,,,,953688382,9.27316E+12
High income,HIC,1984,14.63412898,8.778524718,High income,High income,,,,,,,,,,,,,,,,,,,960111311,9.67298E+12
High income,HIC,1985,14.51563638,8.851689957,High income,High income,,,,,,,,,,,,,,,,,,,966563677,1.01566E+13
High income,HIC,1986,14.2358822,8.789030876,High income,High income,,,,,,,,,,,,,,,,,,,973188301,1.23334E+13
High income,HIC,1987,14.18076449,8.739393727,High income,High income,,,,,,,,,,,,,,,,,,,979874901,1.42954E+13
High income,HIC,1988,14.26928406,8.76138752,High income,High income,,,,,,,,,,,,,,,,,,,986702713,1.60992E+13
High income,HIC,1989,14.14522474,8.734186361,High income,High income,,,,,,,,,,,,,,,,,,,993966356,1.68464E+13
High income,HIC,1990,14.24319448,8.727448472,High income,High income,,,,,,,,,,,,,,,,,,,1001677611,1.8934E+13
High income,HIC,1991,13.99412686,8.708454246,High income,High income,,,,,,,,,,,,,,,,,,,1010166079,2.00348E+13
High income,HIC,1992,13.74588305,8.626233898,High income,High income,,,,,,,,,,,,,,,,,,,1016513603,2.15557E+13
High income,HIC,1993,13.39517891,8.769013629,High income,High income,,,,,,,,,,,,,,,,,,,1024551207,2.17207E+13
High income,HIC,1994,13.13410131,8.673865796,High income,High income,,,,,,,,,,,,,,,,,,,1032035681,2.33797E+13
High income,HIC,1995,12.79989601,8.720354959,High income,High income,,,,,,,,,,,,,,,,,,,1040719622,2.59624E+13
High income,HIC,1996,12.67184271,8.640734663,High income,High income,,,,,,,,,,,,,,,,,,,1047818942,2.61856E+13
High income,HIC,1997,12.52123424,8.58049821,High income,High income,,,,,,,,,,,,,,,,,,,1054747601,2.5737E+13
High income,HIC,1998,12.35600292,8.57450859,High income,High income,,,,,,,,,,,,,,,,,,,1061501831,2.58278E+13
